Material_Key,SAP_Material_Number,QAD_Material_Number,SAP_Planning_SKU,QAD_Planning_SKU,material_description,material_type,unit_of_measure,unit_of_measure_description,product_line,product_line_description,weight,application,sub_application,brand,brand_category,length_in,width_in,height_in,warranty_months,pallet_quantity,cost_usd,pallet_layer_qty,MCN
7313,155379306,Q265390,PLN-207313,QPLN-207313,MediPower Energy Storage Automotive EV/Hybrid 07313,FG,LBS,Pounds,Energy Storage,Battery modules and packs,3.62,Automotive,EV/Hybrid,MediPower,Medical,30,23,2,29,6,240.95,2,MCN1645
7314,128708072,Q715148,PLN-207314,QPLN-207314,EcoCell Thermal Marine Propulsion 07314,PKG,SET,Set,Thermal,Cooling systems & manifolds,16.46,Marine,Propulsion,EcoCell,Value,42,10,3,0,2,6.76,1,
7315,900249247,Q108345,PLN-207315,QPLN-207315,AeroLite Controls Automotive ICE 07315,RM,EA,Each,Controls,Controllers & power electronics,16.45,Automotive,ICE,AeroLite,Aerospace,19,16,10,14,6,95.6,6,
7316,245774996,Q223570,PLN-207316,QPLN-207316,VoltMax Wiring Automotive ICE 07316,RM,EA,Each,Wiring,Harnesses & connectors,1.63,Automotive,ICE,VoltMax,Premium,31,21,14,7,6,45.22,2,
7317,478052404,Q601648,PLN-207317,QPLN-207317,AeroLite Energy Storage Automotive EV/Hybrid 07317,SFG,EA,Each,Energy Storage,Battery modules and packs,13.15,Automotive,EV/Hybrid,AeroLite,Aerospace,8,14,9,12,30,196.9,15,
7318,609372383,Q205650,PLN-207318,QPLN-207318,AeroLite Controls Industrial Material Handling 07318,SFG,LBS,Pounds,Controls,Controllers & power electronics,6.27,Industrial,Material Handling,AeroLite,Aerospace,20,17,3,14,16,246.36,4,
7319,340512981,Q701495,PLN-207319,QPLN-207319,HarborVolt Controls Energy Storage 07319,PKG,EA,Each,Controls,Controllers & power electronics,21.7,Energy,Storage,HarborVolt,Marine,43,8,8,20,2,7.0,1,
7320,135308774,Q422264,PLN-207320,QPLN-207320,TitanCore Enclosures Marine Propulsion 07320,RM,SET,Set,Enclosures,"Cabinets, housings, brackets",23.97,Marine,Propulsion,TitanCore,Industrial,15,9,9,4,30,34.79,10,
7321,723311213,Q149521,PLN-207321,QPLN-207321,EcoCell Sensing Medical Devices 07321,FG,LBS,Pounds,Sensing,Sensors & actuators,15.4,Medical,Devices,EcoCell,Value,28,13,10,12,12,303.74,3,MCN3424
7322,652768828,Q332881,PLN-207322,QPLN-207322,HarborVolt Wiring Energy Storage 07322,RM,FT,Feet,Wiring,Harnesses & connectors,0.1,Energy,Storage,HarborVolt,Marine,21,4,11,0,48,44.69,12,
7323,694301678,Q269569,PLN-207323,QPLN-207323,EcoCell Charging Industrial Backup Power 07323,FG,EA,Each,Charging,Chargers & accessories,20.35,Industrial,Backup Power,EcoCell,Value,32,22,7,18,2,288.52,2,MCN2757
7324,427302953,Q539757,PLN-207324,QPLN-207324,TitanCore Energy Storage Energy Storage 07324,SFG,FT,Feet,Energy Storage,Battery modules and packs,11.14,Energy,Storage,TitanCore,Industrial,18,15,9,14,18,156.34,6,
7325,128901102,Q122020,PLN-207325,QPLN-207325,HarborVolt Sensing Aerospace Avionics 07325,FG,SET,Set,Sensing,Sensors & actuators,34.07,Aerospace,Avionics,HarborVolt,Marine,3,10,8,34,208,327.17,52,MCN1546
7326,587792278,Q865232,PLN-207326,QPLN-207326,TitanCore Enclosures Industrial Material Handling 07326,SFG,SET,Set,Enclosures,"Cabinets, housings, brackets",4.47,Industrial,Material Handling,TitanCore,Industrial,26,8,10,13,12,164.79,6,
7327,288770752,Q307673,PLN-207327,QPLN-207327,MediPower Thermal Industrial Backup Power 07327,RM,FT,Feet,Thermal,Cooling systems & manifolds,17.73,Industrial,Backup Power,MediPower,Medical,32,14,10,9,9,76.68,3,
7328,220432362,Q153139,PLN-207328,QPLN-207328,VoltMax Charging Energy Storage 07328,RM,EA,Each,Charging,Chargers & accessories,13.94,Energy,Storage,VoltMax,Premium,13,9,5,11,15,85.16,15,
7329,826402163,Q947205,PLN-207329,QPLN-207329,VoltMax Thermal Marine Propulsion 07329,FG,LBS,Pounds,Thermal,Cooling systems & manifolds,6.23,Marine,Propulsion,VoltMax,Premium,43,19,4,15,2,491.42,1,MCN1052
7330,533812001,Q827659,PLN-207330,QPLN-207330,MediPower Energy Storage Automotive EV/Hybrid 07330,FG,SET,Set,Energy Storage,Battery modules and packs,4.26,Automotive,EV/Hybrid,MediPower,Medical,20,22,13,14,8,537.01,4,MCN1852
7331,699087468,Q524077,PLN-207331,QPLN-207331,MediPower Sensing Industrial Material Handling 07331,RM,LBS,Pounds,Sensing,Sensors & actuators,1.59,Industrial,Material Handling,MediPower,Medical,9,4,14,6,192,104.66,48,
7332,197948499,Q556403,PLN-207332,QPLN-207332,HarborVolt Energy Storage Medical Devices 07332,SFG,FT,Feet,Energy Storage,Battery modules and packs,16.82,Medical,Devices,HarborVolt,Marine,22,1,6,1,48,282.89,48,
7333,953589528,Q976556,PLN-207333,QPLN-207333,MediPower Enclosures Automotive ICE 07333,SFG,SET,Set,Enclosures,"Cabinets, housings, brackets",5.83,Automotive,ICE,MediPower,Medical,15,21,4,18,12,371.38,4,
7334,893419871,Q631838,PLN-207334,QPLN-207334,EcoCell Energy Storage Industrial Material Handling 07334,SFG,KG,Kilogram,Energy Storage,Battery modules and packs,5.19,Industrial,Material Handling,EcoCell,Value,31,11,11,9,8,161.77,4,
7335,655041244,Q338273,PLN-207335,QPLN-207335,TitanCore Thermal Automotive ICE 07335,RM,LBS,Pounds,Thermal,Cooling systems & manifolds,6.32,Automotive,ICE,TitanCore,Industrial,37,16,1,25,12,53.32,3,
7336,597244937,Q200535,PLN-207336,QPLN-207336,AeroLite Wiring Automotive EV/Hybrid 07336,SFG,EA,Each,Wiring,Harnesses & connectors,12.85,Automotive,EV/Hybrid,AeroLite,Aerospace,23,13,7,10,6,279.18,3,
7337,123113890,Q984229,PLN-207337,QPLN-207337,HarborVolt Charging Automotive ICE 07337,FG,EA,Each,Charging,Chargers & accessories,6.22,Automotive,ICE,HarborVolt,Marine,13,4,4,30,36,298.6,36,MCN1464
7338,342511180,Q434040,PLN-207338,QPLN-207338,TitanCore Thermal Automotive EV/Hybrid 07338,SUBASSY,EA,Each,Thermal,Cooling systems & manifolds,19.06,Automotive,EV/Hybrid,TitanCore,Industrial,43,17,17,3,2,167.79,1,
7339,857662303,Q424051,PLN-207339,QPLN-207339,EcoCell Energy Storage Automotive EV/Hybrid 07339,RM,EA,Each,Energy Storage,Battery modules and packs,15.24,Automotive,EV/Hybrid,EcoCell,Value,10,1,5,22,384,39.96,192,
7340,699885791,Q667044,PLN-207340,QPLN-207340,TitanCore Enclosures Industrial Material Handling 07340,RM,EA,Each,Enclosures,"Cabinets, housings, brackets",19.75,Industrial,Material Handling,TitanCore,Industrial,26,10,7,15,4,83.35,4,
7341,511629686,Q632197,PLN-207341,QPLN-207341,AeroLite Charging Automotive ICE 07341,SFG,FT,Feet,Charging,Chargers & accessories,20.16,Automotive,ICE,AeroLite,Aerospace,35,4,9,4,12,220.26,12,
7342,350254571,Q918761,PLN-207342,QPLN-207342,TitanCore Thermal Automotive ICE 07342,PKG,LBS,Pounds,Thermal,Cooling systems & manifolds,1.22,Automotive,ICE,TitanCore,Industrial,12,31,1,18,6,5.18,3,
7343,115531836,Q168341,PLN-207343,QPLN-207343,MediPower Charging Automotive EV/Hybrid 07343,FG,EA,Each,Charging,Chargers & accessories,7.71,Automotive,EV/Hybrid,MediPower,Medical,14,26,22,24,6,419.55,2,MCN2141
7344,694901956,Q119230,PLN-207344,QPLN-207344,AeroLite Sensing Automotive ICE 07344,SFG,EA,Each,Sensing,Sensors & actuators,15.9,Automotive,ICE,AeroLite,Aerospace,13,16,1,3,18,282.7,9,
7345,562570565,Q781686,PLN-207345,QPLN-207345,MediPower Thermal Aerospace Avionics 07345,FG,EA,Each,Thermal,Cooling systems & manifolds,4.04,Aerospace,Avionics,MediPower,Medical,33,15,7,22,6,369.99,3,MCN1476
7346,759803110,Q984339,PLN-207346,QPLN-207346,TitanCore Enclosures Aerospace Avionics 07346,RM,EA,Each,Enclosures,"Cabinets, housings, brackets",11.61,Aerospace,Avionics,TitanCore,Industrial,14,24,16,12,4,53.36,4,
7347,778292209,Q479968,PLN-207347,QPLN-207347,HarborVolt Sensing Energy Storage 07347,RM,FT,Feet,Sensing,Sensors & actuators,0.45,Energy,Storage,HarborVolt,Marine,23,9,6,9,20,57.83,5,
7348,936099404,Q521826,PLN-207348,QPLN-207348,MediPower Charging Industrial Backup Power 07348,SFG,SET,Set,Charging,Chargers & accessories,13.1,Industrial,Backup Power,MediPower,Medical,33,9,4,10,20,196.29,5,
7349,416522747,Q215426,PLN-207349,QPLN-207349,HarborVolt Controls Marine Propulsion 07349,PKG,FT,Feet,Controls,Controllers & power electronics,21.02,Marine,Propulsion,HarborVolt,Marine,9,25,15,14,8,6.89,4,
7350,286687648,Q909859,PLN-207350,QPLN-207350,VoltMax Charging Marine Propulsion 07350,FG,LBS,Pounds,Charging,Chargers & accessories,11.44,Marine,Propulsion,VoltMax,Premium,35,17,6,20,2,369.86,2,MCN1755
7351,232199850,Q658020,PLN-207351,QPLN-207351,HarborVolt Sensing Aerospace Avionics 07351,FG,KG,Kilogram,Sensing,Sensors & actuators,26.77,Aerospace,Avionics,HarborVolt,Marine,35,15,16,19,3,327.52,3,MCN2192
7352,525568638,Q853647,PLN-207352,QPLN-207352,EcoCell Energy Storage Medical Devices 07352,FG,KG,Kilogram,Energy Storage,Battery modules and packs,22.54,Medical,Devices,EcoCell,Value,28,17,11,25,6,260.72,2,MCN2815
7353,861080278,Q355916,PLN-207353,QPLN-207353,VoltMax Sensing Marine Propulsion 07353,SFG,EA,Each,Sensing,Sensors & actuators,27.29,Marine,Propulsion,VoltMax,Premium,12,9,12,15,60,227.49,15,
7354,303595909,Q433288,PLN-207354,QPLN-207354,EcoCell Energy Storage Medical Devices 07354,FG,KG,Kilogram,Energy Storage,Battery modules and packs,31.36,Medical,Devices,EcoCell,Value,49,17,8,17,4,169.73,1,MCN1995
7355,302898027,Q492728,PLN-207355,QPLN-207355,EcoCell Enclosures Industrial Material Handling 07355,SUBASSY,SET,Set,Enclosures,"Cabinets, housings, brackets",2.05,Industrial,Material Handling,EcoCell,Value,1,11,4,8,640,75.48,160,
7356,137259231,Q601095,PLN-207356,QPLN-207356,TitanCore Charging Marine Propulsion 07356,PKG,SET,Set,Charging,Chargers & accessories,12.56,Marine,Propulsion,TitanCore,Industrial,29,11,10,14,8,4.07,4,
7357,749786083,Q507411,PLN-207357,QPLN-207357,AeroLite Enclosures Industrial Material Handling 07357,RM,KG,Kilogram,Enclosures,"Cabinets, housings, brackets",12.9,Industrial,Material Handling,AeroLite,Aerospace,36,13,6,13,9,67.88,3,
7358,777977063,Q523743,PLN-207358,QPLN-207358,MediPower Energy Storage Energy Storage 07358,RM,SET,Set,Energy Storage,Battery modules and packs,19.87,Energy,Storage,MediPower,Medical,14,32,5,9,4,56.01,2,
7359,703160902,Q792800,PLN-207359,QPLN-207359,MediPower Charging Industrial Material Handling 07359,FG,FT,Feet,Charging,Chargers & accessories,13.7,Industrial,Material Handling,MediPower,Medical,27,9,12,26,20,262.15,5,MCN2046
7360,231947727,Q977144,PLN-207360,QPLN-207360,VoltMax Thermal Automotive ICE 07360,RM,KG,Kilogram,Thermal,Cooling systems & manifolds,1.34,Automotive,ICE,VoltMax,Premium,13,12,8,4,12,101.63,12,
7361,927013061,Q522068,PLN-207361,QPLN-207361,MediPower Enclosures Energy Storage 07361,FG,SET,Set,Enclosures,"Cabinets, housings, brackets",11.67,Energy,Storage,MediPower,Medical,32,10,6,19,16,609.88,4,MCN1495
7362,599787843,Q544946,PLN-207362,QPLN-207362,HarborVolt Thermal Automotive ICE 07362,PKG,SET,Set,Thermal,Cooling systems & manifolds,13.82,Automotive,ICE,HarborVolt,Marine,33,12,11,22,4,5.1,4,
7363,445856402,Q232692,PLN-207363,QPLN-207363,HarborVolt Charging Aerospace Avionics 07363,RM,EA,Each,Charging,Chargers & accessories,9.68,Aerospace,Avionics,HarborVolt,Marine,17,23,6,16,16,50.74,4,
7364,999806707,Q357203,PLN-207364,QPLN-207364,VoltMax Controls Industrial Material Handling 07364,PKG,LBS,Pounds,Controls,Controllers & power electronics,4.32,Industrial,Material Handling,VoltMax,Premium,23,5,8,13,18,6.56,9,
7365,893914174,Q891726,PLN-207365,QPLN-207365,EcoCell Enclosures Marine Propulsion 07365,SUBASSY,EA,Each,Enclosures,"Cabinets, housings, brackets",15.27,Marine,Propulsion,EcoCell,Value,12,7,11,11,36,77.28,18,
7366,324146731,Q975640,PLN-207366,QPLN-207366,EcoCell Enclosures Industrial Backup Power 07366,RM,EA,Each,Enclosures,"Cabinets, housings, brackets",8.79,Industrial,Backup Power,EcoCell,Value,18,1,2,13,192,59.55,96,
7367,996464114,Q805952,PLN-207367,QPLN-207367,EcoCell Wiring Industrial Backup Power 07367,FG,SET,Set,Wiring,Harnesses & connectors,18.44,Industrial,Backup Power,EcoCell,Value,32,22,10,34,4,217.62,2,MCN2013
7368,214270754,Q643977,PLN-207368,QPLN-207368,TitanCore Enclosures Industrial Backup Power 07368,SFG,FT,Feet,Enclosures,"Cabinets, housings, brackets",7.13,Industrial,Backup Power,TitanCore,Industrial,4,17,11,11,20,116.68,20,
7369,100617098,Q136022,PLN-207369,QPLN-207369,MediPower Enclosures Medical Devices 07369,RM,KG,Kilogram,Enclosures,"Cabinets, housings, brackets",3.84,Medical,Devices,MediPower,Medical,9,11,14,7,16,75.69,16,
7370,665240899,Q581588,PLN-207370,QPLN-207370,TitanCore Sensing Industrial Material Handling 07370,RM,EA,Each,Sensing,Sensors & actuators,8.12,Industrial,Material Handling,TitanCore,Industrial,33,15,10,15,12,45.44,3,
7371,927553269,Q854848,PLN-207371,QPLN-207371,HarborVolt Sensing Aerospace Avionics 07371,SFG,FT,Feet,Sensing,Sensors & actuators,5.64,Aerospace,Avionics,HarborVolt,Marine,19,18,14,21,12,235.24,4,
7372,856793481,Q275860,PLN-207372,QPLN-207372,HarborVolt Sensing Marine Propulsion 07372,FG,LBS,Pounds,Sensing,Sensors & actuators,23.11,Marine,Propulsion,HarborVolt,Marine,16,22,9,30,16,456.28,4,MCN2700
7373,792968579,Q830786,PLN-207373,QPLN-207373,VoltMax Sensing Automotive EV/Hybrid 07373,SFG,LBS,Pounds,Sensing,Sensors & actuators,25.21,Automotive,EV/Hybrid,VoltMax,Premium,13,18,11,14,12,223.38,6,
7374,676260934,Q219871,PLN-207374,QPLN-207374,HarborVolt Controls Marine Propulsion 07374,FG,LBS,Pounds,Controls,Controllers & power electronics,8.87,Marine,Propulsion,HarborVolt,Marine,29,9,8,29,10,315.18,5,MCN2528
7375,138727939,Q448875,PLN-207375,QPLN-207375,TitanCore Controls Medical Devices 07375,RM,FT,Feet,Controls,Controllers & power electronics,27.03,Medical,Devices,TitanCore,Industrial,26,8,11,20,18,58.5,6,
7376,620669185,Q428022,PLN-207376,QPLN-207376,VoltMax Thermal Industrial Material Handling 07376,SFG,FT,Feet,Thermal,Cooling systems & manifolds,16.33,Industrial,Material Handling,VoltMax,Premium,10,27,10,15,8,116.67,4,
7377,828220432,Q870079,PLN-207377,QPLN-207377,EcoCell Enclosures Industrial Material Handling 07377,RM,FT,Feet,Enclosures,"Cabinets, housings, brackets",10.79,Industrial,Material Handling,EcoCell,Value,8,20,3,16,40,32.04,10,
7378,148246668,Q709257,PLN-207378,QPLN-207378,EcoCell Sensing Automotive ICE 07378,FG,LBS,Pounds,Sensing,Sensors & actuators,2.19,Automotive,ICE,EcoCell,Value,4,22,7,15,80,252.31,20,MCN1448
7379,466608731,Q562124,PLN-207379,QPLN-207379,EcoCell Charging Industrial Material Handling 07379,SFG,KG,Kilogram,Charging,Chargers & accessories,5.79,Industrial,Material Handling,EcoCell,Value,13,11,10,12,12,152.92,12,
7380,162987213,Q164741,PLN-207380,QPLN-207380,MediPower Wiring Aerospace Avionics 07380,FG,KG,Kilogram,Wiring,Harnesses & connectors,44.23,Aerospace,Avionics,MediPower,Medical,39,19,16,18,4,194.14,2,MCN3404
7381,768496407,Q222131,PLN-207381,QPLN-207381,TitanCore Sensing Energy Storage 07381,SFG,LBS,Pounds,Sensing,Sensors & actuators,7.85,Energy,Storage,TitanCore,Industrial,30,6,20,17,32,154.74,8,
7382,776994204,Q628024,PLN-207382,QPLN-207382,TitanCore Charging Industrial Material Handling 07382,RM,KG,Kilogram,Charging,Chargers & accessories,0.97,Industrial,Material Handling,TitanCore,Industrial,1,23,9,4,320,45.49,80,
7383,686005170,Q870238,PLN-207383,QPLN-207383,EcoCell Sensing Marine Propulsion 07383,SFG,LBS,Pounds,Sensing,Sensors & actuators,114.44,Marine,Propulsion,EcoCell,Value,25,37,13,13,1,163.5,1,
7384,596630932,Q512768,PLN-207384,QPLN-207384,VoltMax Thermal Industrial Backup Power 07384,RM,SET,Set,Thermal,Cooling systems & manifolds,6.97,Industrial,Backup Power,VoltMax,Premium,5,11,8,17,128,68.15,32,
7385,154985311,Q989670,PLN-207385,QPLN-207385,EcoCell Sensing Medical Devices 07385,RM,KG,Kilogram,Sensing,Sensors & actuators,14.15,Medical,Devices,EcoCell,Value,14,22,10,11,4,56.85,4,
7386,508355267,Q846111,PLN-207386,QPLN-207386,AeroLite Thermal Industrial Material Handling 07386,RM,EA,Each,Thermal,Cooling systems & manifolds,18.25,Industrial,Material Handling,AeroLite,Aerospace,32,1,9,8,96,83.36,48,
7387,327623552,Q414042,PLN-207387,QPLN-207387,VoltMax Energy Storage Automotive EV/Hybrid 07387,PKG,SET,Set,Energy Storage,Battery modules and packs,20.08,Automotive,EV/Hybrid,VoltMax,Premium,30,14,8,12,9,9.42,3,
7388,930874781,Q975723,PLN-207388,QPLN-207388,MediPower Thermal Aerospace Avionics 07388,SFG,SET,Set,Thermal,Cooling systems & manifolds,8.85,Aerospace,Avionics,MediPower,Medical,21,16,6,10,3,212.3,3,
7389,963601671,Q832635,PLN-207389,QPLN-207389,HarborVolt Energy Storage Medical Devices 07389,PKG,SET,Set,Energy Storage,Battery modules and packs,21.45,Medical,Devices,HarborVolt,Marine,19,14,17,24,6,6.6,6,
7390,901997548,Q898558,PLN-207390,QPLN-207390,MediPower Controls Industrial Backup Power 07390,RM,KG,Kilogram,Controls,Controllers & power electronics,21.14,Industrial,Backup Power,MediPower,Medical,26,24,10,7,4,62.01,2,
7391,243029344,Q956463,PLN-207391,QPLN-207391,EcoCell Thermal Aerospace Avionics 07391,FG,LBS,Pounds,Thermal,Cooling systems & manifolds,75.01,Aerospace,Avionics,EcoCell,Value,54,19,7,21,4,188.96,1,MCN2731
7392,171656914,Q617265,PLN-207392,QPLN-207392,MediPower Energy Storage Aerospace Avionics 07392,SFG,FT,Feet,Energy Storage,Battery modules and packs,17.86,Aerospace,Avionics,MediPower,Medical,4,10,7,17,80,285.07,40,
7393,215133786,Q757511,PLN-207393,QPLN-207393,HarborVolt Thermal Aerospace Avionics 07393,PKG,FT,Feet,Thermal,Cooling systems & manifolds,6.53,Aerospace,Avionics,HarborVolt,Marine,19,17,9,9,4,5.47,4,
7394,748211646,Q273845,PLN-207394,QPLN-207394,EcoCell Controls Aerospace Avionics 07394,PKG,FT,Feet,Controls,Controllers & power electronics,18.41,Aerospace,Avionics,EcoCell,Value,9,16,13,2,24,6.96,12,
7395,346783888,Q835232,PLN-207395,QPLN-207395,HarborVolt Wiring Medical Devices 07395,FG,SET,Set,Wiring,Harnesses & connectors,3.23,Medical,Devices,HarborVolt,Marine,26,16,18,29,12,303.34,3,MCN1869
7396,172894848,Q930013,PLN-207396,QPLN-207396,AeroLite Wiring Energy Storage 07396,RM,SET,Set,Wiring,Harnesses & connectors,25.16,Energy,Storage,AeroLite,Aerospace,25,8,17,3,6,56.75,6,
7397,577896524,Q152128,PLN-207397,QPLN-207397,VoltMax Controls Aerospace Avionics 07397,PKG,EA,Each,Controls,Controllers & power electronics,11.59,Aerospace,Avionics,VoltMax,Premium,40,15,6,18,12,8.81,3,
7398,277975066,Q442732,PLN-207398,QPLN-207398,MediPower Energy Storage Energy Storage 07398,FG,SET,Set,Energy Storage,Battery modules and packs,19.33,Energy,Storage,MediPower,Medical,28,21,12,24,6,407.72,2,MCN2895
7399,366630946,Q857674,PLN-207399,QPLN-207399,MediPower Thermal Automotive EV/Hybrid 07399,SFG,LBS,Pounds,Thermal,Cooling systems & manifolds,48.86,Automotive,EV/Hybrid,MediPower,Medical,17,25,10,3,4,203.89,2,
7400,447833520,Q185727,PLN-207400,QPLN-207400,HarborVolt Wiring Industrial Material Handling 07400,FG,FT,Feet,Wiring,Harnesses & connectors,7.31,Industrial,Material Handling,HarborVolt,Marine,35,11,17,25,4,283.54,4,MCN2743
7401,915501512,Q568677,PLN-207401,QPLN-207401,MediPower Controls Energy Storage 07401,RM,SET,Set,Controls,Controllers & power electronics,1.79,Energy,Storage,MediPower,Medical,34,12,5,15,4,65.21,4,
7402,315636828,Q885210,PLN-207402,QPLN-207402,MediPower Energy Storage Marine Propulsion 07402,SFG,SET,Set,Energy Storage,Battery modules and packs,14.68,Marine,Propulsion,MediPower,Medical,36,17,9,19,6,177.71,2,
7403,577749388,Q738106,PLN-207403,QPLN-207403,VoltMax Energy Storage Industrial Backup Power 07403,PKG,FT,Feet,Energy Storage,Battery modules and packs,13.46,Industrial,Backup Power,VoltMax,Premium,18,15,13,8,6,7.82,6,
7404,759230301,Q441858,PLN-207404,QPLN-207404,AeroLite Controls Automotive ICE 07404,PKG,KG,Kilogram,Controls,Controllers & power electronics,24.32,Automotive,ICE,AeroLite,Aerospace,17,17,17,9,4,5.1,4,
7405,819432746,Q806810,PLN-207405,QPLN-207405,HarborVolt Controls Industrial Backup Power 07405,RM,SET,Set,Controls,Controllers & power electronics,4.07,Industrial,Backup Power,HarborVolt,Marine,21,21,13,4,8,85.15,2,
7406,807309443,Q800046,PLN-207406,QPLN-207406,MediPower Controls Aerospace Avionics 07406,FG,SET,Set,Controls,Controllers & power electronics,7.89,Aerospace,Avionics,MediPower,Medical,1,12,11,11,480,466.55,160,MCN3258
7407,419250955,Q755694,PLN-207407,QPLN-207407,TitanCore Wiring Energy Storage 07407,SFG,LBS,Pounds,Wiring,Harnesses & connectors,43.46,Energy,Storage,TitanCore,Industrial,41,12,19,17,2,150.04,1,
7408,951805767,Q933666,PLN-207408,QPLN-207408,TitanCore Wiring Marine Propulsion 07408,RM,LBS,Pounds,Wiring,Harnesses & connectors,5.89,Marine,Propulsion,TitanCore,Industrial,18,11,7,21,32,56.95,8,
7409,684753546,Q444465,PLN-207409,QPLN-207409,VoltMax Sensing Aerospace Avionics 07409,RM,SET,Set,Sensing,Sensors & actuators,7.15,Aerospace,Avionics,VoltMax,Premium,11,26,2,19,6,28.6,3,
7410,129194528,Q235288,PLN-207410,QPLN-207410,HarborVolt Charging Aerospace Avionics 07410,FG,FT,Feet,Charging,Chargers & accessories,9.38,Aerospace,Avionics,HarborVolt,Marine,3,25,18,9,52,300.97,13,MCN3009
7411,206016865,Q944851,PLN-207411,QPLN-207411,EcoCell Charging Medical Devices 07411,FG,KG,Kilogram,Charging,Chargers & accessories,20.92,Medical,Devices,EcoCell,Value,40,14,11,10,12,224.73,3,MCN2308
7412,325052776,Q609421,PLN-207412,QPLN-207412,VoltMax Sensing Energy Storage 07412,FG,LBS,Pounds,Sensing,Sensors & actuators,0.5,Energy,Storage,VoltMax,Premium,35,8,1,21,18,624.93,6,MCN1647
7413,849795155,Q183339,PLN-207413,QPLN-207413,HarborVolt Enclosures Automotive ICE 07413,RM,LBS,Pounds,Enclosures,"Cabinets, housings, brackets",20.28,Automotive,ICE,HarborVolt,Marine,8,21,12,10,20,76.13,10,
